"POS","ID","PosScore","NegScore","SynsetTerms","Gloss"
"n",14206929,0,0.625,"iron_overload#1 iron-storage_disease#1 hemochromatosis#1 bronzed_diabetes#1","pathology in which iron accumulates in the tissues; characterized by bronzed skin and enlarged liver and diabetes mellitus and abnormalities of the pancreas and the joints"
"n",14209201,0.125,0.75,"myopathy#1","any pathology of the muscles that is not attributable to nerve dysfunction"
"n",14212402,0,0.625,"peptic_ulceration#1 peptic_ulcer#1","an ulcer of the mucous membrane lining of the alimentary tract"
"n",14212579,0,0.625,"duodenal_ulcer#1","a peptic ulcer of the duodenum"
"n",14213199,0,0.625,"affliction#2","a condition of suffering or distress due to ill health"
"n",14222112,0,0.625,"acne#1","an inflammatory disease involving the sebaceous glands of the skin; characterized by papules or pustules or comedones"
"n",14226303,0,0.75,"erythema#1","abnormal redness of the skin resulting from dilation of blood vessels (as in sunburn or inflammation)"
"n",14227218,0,0.625,"erythroderma#1","any skin disorder involving abnormal redness"
"n",14228512,0,0.75,"keratosis_blennorrhagica#1 keratoderma_blennorrhagica#1","skin disease characterized by a scaly rash on the palms and soles; associated with Reiter's syndrome"
"n",14228885,0,0.625,"keratosis_pilaris#1","keratosis characterized by hard conical elevations in the openings of sebaceous glands (especially of arms and thighs)"
"n",14229788,0,0.75,"livedo#1","skin disorder characterized by patchy bluish discolorations on the skin"
"n",14231640,0,0.625,"prurigo#1","chronic inflammatory disease of the skin characterized by blister capped papules and intense itching"
"n",14232299,0,0.625,"erysipelas#1","an acute streptococcal infection characterized by deep-red inflammation of the skin and mucous membranes"
"n",14238639,0,0.75,"granuloma#1","a tumor composed of granulation tissue resulting from injury or inflammation or infection"
"n",14241733,0,0.625,"lymphadenoma#1","an abnormally enlarged lymph node"
"n",14247035,0,0.625,"preinvasive_cancer#1 carcinoma_in_situ#1","a cluster of malignant cells that has not yet invaded the deeper epithelial tissue or spread to other parts of the body"
"n",14257377,0,0.625,"trachoma#1","a chronic contagious viral disease marked by inflammation of the conjunctiva and cornea of the eye and the formation of scar tissue"
"n",14258293,0,0.625,"aortitis#1","inflammation of the aorta"
"n",14258512,0,0.625,"appendicitis#1","inflammation of the vermiform appendix"
"n",14258609,0,0.75,"arteritis#1","inflammation of an artery"
"n",14258957,0,0.625,"takayasu's_arteritis#1 pulseless_disease#1","disorder characterized by the absence of a pulse in both arms and in the carotid arteries"
"n",14259133,0,0.625,"temporal_arteritis#1","inflammation of the temporal arteries; characterized by headaches and difficulty chewing and (sometimes) visual impairment"
"n",14259320,0,0.875,"ophthalmitis#1 ophthalmia#1","severe conjunctivitis"
"n",14260550,0,0.75,"aspiration_pneumonia#1","inflammation of the lungs caused by inhaling or choking on vomitus; may occur during unconsciousness (anesthesia or drunkenness or seizure or cardiac arrest)"
"n",14261244,0,0.875,"blepharitis#1","inflammation of the eyelids characterized by redness and swelling and dried crusts"
"n",14262419,0,0.625,"catarrhal_fever#1","any of several disease of livestock marked by fever and edema of the respiratory tract"
"n",14262882,0,0.625,"vaccinia#2 cowpox#1","a viral disease of cattle causing a mild skin disease affecting the udder; formerly used to inoculate humans against smallpox"
"n",14263280,0.25,0.625,"pasteurellosis#1 hemorrhagic_septicemia#1","an acute infectious disease characterized by pneumonia and blood infection"
"n",14264352,0.125,0.75,"strangles#1 equine_distemper#1","an acute bacterial disease of horses characterized by inflammation of the mucous membranes"
"n",14265508,0,0.75,"lyme_disease#1 lyme_arthritis#1","an acute inflammatory disease characterized by a rash with joint swelling and fever; caused by bacteria carried by the bite of a deer tick"
"n",14266313,0,0.625,"ammoniuria#1","excessive ammonia in the urine"
"n",14268871,0,0.75,"hypocalcemia#1 hypocalcaemia#1","abnormally low level of calcium in the blood; associated with hypoparathyroidism or kidney malfunction or vitamin D deficiency"
"n",14270846,0,0.625,"hypoproteinemia#1","abnormally low level of protein in the blood; can indicate inadequate diet or intestinal or renal disorders"
"n",14272141,0.25,0.625,"rinderpest#1 cattle_plague#1","an acute infectious viral disease of cattle (usually fatal); characterized by fever and diarrhea and inflammation of mucous membranes"
"n",14273601,0.125,0.625,"canicola_fever#1","an acute feverish disease in people and in dogs marked by gastroenteritis and mild jaundice"
"n",14273860,0,0.625,"locoism#1 loco_disease#1","a disease of livestock caused by locoweed poisoning; characterized by weakness and lack of coordination and trembling and partial paralysis"
"n",14274451,0,0.625,"mooneye#1 moon_blindness#2","recurrent eye inflammation in horses; sometimes resulting in blindness"
"n",14275240,0,0.625,"saddle_sore#1 gall#1","an open sore on the back of a horse caused by ill-fitting or badly adjusted saddle"
"n",14277833,0,0.75,"white_pine_blister_rust#1 white-pine_rust#1 blister_rust#1","any of several diseases of pines caused by rust fungi of the genus Cronartium and marked by destructive invasion of bark and sapwood and producing blisters externally"
"n",14281992,0,0.625,"root_rot#1","disease characterized by root decay; caused by various fungi"
"n",14283178,0,0.625,"wilt_disease#1 wilt#1","any plant disease characterized by drooping and shriveling; usually caused by parasites attacking the roots"
"n",14285662,0,0.625,"trauma#1 injury#1 hurt#1 harm#1","any physical damage to the body caused by violence or accident or fracture etc."
"n",14291295,0,0.75,"second-degree_burn#1","burn causing blisters on the skin and superficial destruction of the dermis"
"n",14293505,0,0.625,"hairline_fracture#1 capillary_fracture#1","a fracture without separation of the fragments and the line of the break being very thin"
"n",14293840,0,0.625,"incomplete_fracture#1","fracture that does not go across the entire width of the bone"
"n",14294678,0,0.625,"frostbite#1 cryopathy#1","destruction of tissue by freezing and characterized by tingling, blistering and possibly gangrene"
"n",14298102,0,0.625,"strain#7","injury to a muscle (often caused by overuse); results in swelling and pain"
"n",14299336,0,0.75,"sprain#1","a painful injury to a joint caused by a sudden wrenching of its ligaments"
"n",14302261,0,0.625,"amenorrhoea#1 amenorrhea#1 amenia#1","absence or suppression of normal menstrual flow"
"n",14303249,0,0.625,"diuresis#1","increased secretion of urine; if not due to increased liquid intake or to the action of a diuretic drug it can be a symptom of diabetes mellitus"
"n",14305990,0,0.625,"regional_ileitis#1 regional_enteritis#1 crohn's_disease#1","a serious chronic and progressive inflammation of the ileum producing frequent bouts of diarrhea with abdominal pain and nausea and fever and weight loss"
"n",14306802,0,0.625,"ulcerative_colitis#1","a serious chronic inflammatory disease of the large intestine and rectum characterized by recurrent episodes of abdominal pain and fever and chills and profuse diarrhea"
"n",14307468,0,0.625,"narcolepsy#1","a sleep disorder characterized by sudden and uncontrollable episodes of deep sleep; \"he believes that narcolepsy is attributable to an inability to suppress REM sleep during waking\""
"n",14308168,0,0.75,"phantom_limb_syndrome#1","syndrome consisting of discomfort or pain in a limb that has been amputated"
"n",14308945,0,0.75,"ramsay_hunt_syndrome#1","syndrome resulting from infection by the herpes varicella zoster virus; characterized by vertigo and pain in the ears and facial nerve paralysis and sometimes hearing loss"
"n",14309183,0,0.875,"reiter's_syndrome#1 reiter's_disease#1","an inflammatory syndrome (etiology unknown) predominantly in males; characterized by arthritis and conjunctivitis and urethritis"
"n",14309938,0,0.625,"scalenus_syndrome#1","discomfort and vascular symptoms and loss of sensation in a shoulder and arm; caused by a scalene muscle compressing the subclavian artery and part of the brachial plexus"
"n",14310504,0,0.875,"tetany#1 tetanilla#1 intermittent_tetanus#1 intermittent_cramp#1 apyretic_tetanus#1","clinical neurological syndrome characterized by muscular twitching and cramps and (when severe) seizures; associated with calcium deficiency (hypoparathyroidism) or vitamin D deficiency or alkalosis"
"n",14310987,0,0.875,"tietze's_syndrome#1","syndrome characterized by swelling of rib cartilage (causing pain)"
"n",14311709,0,0.625,"bummer#2","a bad reaction to a hallucinogenic drug"
"n",14315722,0,0.875,"bubo#1","a lymph node that is inflamed and swollen because of plague or gonorrhea or tuberculosis"
"n",14316714,0,0.625,"oedema#1 hydrops#1 edema#1 dropsy#1","swelling from excessive accumulation of watery fluid in cells, tissues, or serous cavities"
"n",14317720,0,0.75,"intumescency#1 intumescence#1","swelling up with blood or other fluids (as with congestion)"
"n",14318714,0,0.625,"hematoma#1 haematoma#1","a localized swelling filled with blood"
"n",14318819,0,0.625,"proud_flesh#1","the swollen tissue around a healing wound or ulcer"
"n",14319454,0,0.625,"hypoglycemia#1 hypoglycaemia#1","abnormally low blood sugar usually resulting from excessive insulin or a poor diet"
"n",14322699,0,0.75,"pain#1 hurting#1","a symptom of some physical hurt or disorder; \"the patient developed severe pain and distension\""
"n",14324672,0,0.875,"throe#1","severe spasm of pain; \"the throes of dying\"; \"the throes of childbirth\""
"n",14324795,0,0.625,"paresthesia#1 paraesthesia#1","abnormal skin sensations (as tingling or tickling or itching or burning) usually associated with peripheral nerve damage"
"n",14325437,0,0.625,"burning#2 burn#1","pain that feels hot as if it were on fire"
"n",14325732,0,0.625,"intestinal_colic#1 griping#1 gripes#1 colic#1","acute abdominal pain (especially in infants)"
"n",14326072,0.125,0.625,"distress#3","extreme physical pain; \"the patient appeared to be in distress\""
"n",14326190,0,0.75,"dysmenorrhea#1","painful menstruation"
"n",14326305,0,0.875,"primary_dysmenorrhea#1","painful menstruation that is intrinsic to menstruation and not the result of a disease"
"n",14326880,0,0.625,"glossodynia#1 glossalgia#1","pain in the tongue"
"n",14328513,0,0.625,"keratalgia#1","pain in the cornea"
"n",14328588,0,0.75,"labor_pain#1","pain and discomfort associated with contractions of the uterus during labor"
"n",14328894,0,0.625,"meralgia#1","pain in the thigh"
"n",14328966,0,0.625,"metralgia#1","pain in the uterus"
"n",14329262,0,0.75,"neuralgy#1 neuralgia#1","acute spasmodic pain along the course of one or more nerves"
"n",14329460,0.125,0.75,"odynophagia#1","severe pain on swallowing due to a disorder of the esophagus"
"n",14329578,0,0.625,"orchidalgia#1","pain in the testes"
"n",14329654,0,0.625,"pang#3","a sharp spasm of pain"
"n",14329762,0,0.75,"sting#2 pang#2","a mental pain or distress; \"a pang of conscience\""
"n",14330046,0,0.625,"pleurodynia#1 pleuralgia#1 costalgia#1","pain in the chest caused by inflammation of the muscles between the ribs"
"n",14330265,0,0.625,"proctalgia#1","pain in the rectum"
"n",14331873,0,0.625,"smartness#1 smarting#1 smart#1","a kind of pain such as that caused by a wound or a burn or a sore"
"n",14332085,0,0.75,"stinging#1 sting#1","a kind of pain; something as sudden and painful as being stung; \"the sting of death\"; \"he felt the stinging of nettles\""
"n",14333433,0.125,0.625,"torture#2 torment#1","unbearable physical pain"
"n",14333575,0,0.75,"ulalgia#1","pain in the gums"
"n",14333645,0,0.625,"urodynia#1","pain during urination"
"n",14335223,0,0.625,"pyrosis#1 heartburn#1","a painful burning sensation in the chest caused by gastroesophageal reflux (backflow from the stomach irritating the esophagus); symptomatic of an ulcer or a diaphragmatic hernia or other disorder"
"n",14336317,0,0.75,"upset_stomach#1 stomach_upset#1 indigestion#1 dyspepsia#1","a disorder of digestive function characterized by discomfort or heartburn or nausea"
"n",14336539,0,0.625,"rubor#1 redness#1 inflammation#1","a response of body tissues to injury or irritation; characterized by pain and swelling and redness and heat"
"n",14339682,0,0.625,"pericarditis#1","inflammation of the pericardium"
"n",14339914,0,0.625,"cellulitis#1","an inflammation of body tissue (especially that below the skin) characterized by fever and swelling and redness and pain"
"n",14340091,0,0.625,"cervicitis#1","inflammation of the uterine cervix"
"n",14340734,0,0.75,"cholangitis#1","inflammation of the bile ducts"
"n",14340822,0,0.75,"cholecystitis#1","inflammation of the gall bladder"
"n",14341091,0,0.625,"inflammatory_bowel_disease#1 colitis#1","inflammation of the colon"
"n",14341334,0,0.625,"colpocystitis#1","inflammation of the vagina and bladder"
"n",14341652,0,0.625,"costochondritis#1","inflammation at the junction of a rib and its cartilage"
"n",14341923,0,0.875,"diverticulitis#1","inflammation of a diverticulum in the digestive tract (especially the colon); characterized by painful abdominal cramping and fever and constipation"
"n",14342132,0,0.75,"phrenitis#1 encephalitis#1 cephalitis#1","inflammation of the brain usually caused by a virus; symptoms include headache and neck pain and drowsiness and nausea and fever (`phrenitis' is no longer in scientific use)"
"n",14342638,0,0.75,"endarteritis#1","inflammation of the inner lining of an artery"
"n",14344881,0,0.625,"endocervicitis#1","inflammation of the mucous lining of the uterine cervix"
"n",14344997,0,0.625,"enteritis#1","inflammation of the intestine (especially the small intestine); usually characterized by diarrhea"
"n",14345168,0,0.875,"necrotizing_enteritis#1","enteritis characterized by bloody diarrhea and severe abdominal pain"
"n",14345304,0,0.625,"epicondylitis#1","painful inflammation of the muscles and soft tissues around an epicondyle"
"n",14345455,0,0.75,"epididymitis#1","painful inflammation of the epididymis"
"n",14345552,0,0.875,"epiglottitis#1","inflammation of the epiglottis; characterized by fever and a severe sore throat and difficulty in swallowing"
"n",14345815,0,0.625,"oesophagitis#1 esophagitis#1","inflammation of the esophagus; often caused by gastroesophageal reflux"
"n",14346416,0,0.75,"gastritis#1","inflammation of the lining of the stomach; nausea and loss of appetite and discomfort after eating"
"n",14346731,0,0.625,"chronic_gastritis#1","persistent gastritis can be a symptom of a gastric ulcer or pernicious anemia or stomach cancer or other disorders"
"n",14346909,0,0.625,"glossitis#1","inflammation of the tongue"
"n",14347045,0,0.875,"acute_glossitis#1","glossitis resulting from injury or infection and characterized by swelling and pain"
"n",14347334,0,0.75,"moeller's_glossitis#1 glossodynia_exfoliativa#1","a superficial form of glossitis marked by irregular red patches on the tongue and sensitivity to hot or spicy food"
"n",14347695,0,0.625,"ileitis#1","inflammation of the ileum"
"n",14348300,0,0.75,"keratitis#1","inflammation of the cornea causing watery painful eyes and blurred vision"
"n",14349446,0,0.625,"leptomeningitis#1","inflammation of the leptomeninges"
"n",14349541,0,0.625,"lymphadenitis#1","inflammation of lymph nodes"
"n",14349807,0,0.625,"mastoiditis#1","inflammation of the mastoid"
"n",14350448,0,0.625,"myometritis#1","inflammation of the myometrium"
"n",14351002,0,0.75,"oophoritis#1","inflammation of one or both ovaries"
"n",14351094,0,0.875,"orchitis#1","inflammation of one or both testes; characterized by pain and swelling"
"n",14351321,0,0.625,"osteitis#1","inflammation of a bone as a consequence of infection or trauma or degeneration"
"n",14351490,0,0.625,"osteomyelitis#1","an inflammation of bone and bone marrow (usually caused by bacterial infection)"
"n",14352163,0,0.75,"ozena#1 ozaena#1","a chronic disease of the nose characterized by a foul-smelling nasal discharge and atrophy of nasal structures"
"n",14352334,0,0.75,"pancreatitis#1","inflammation of the pancreas; usually marked by abdominal pain"
"n",14352687,0,0.625,"peritonitis#1 peritoneal_inflammation#1","inflammation of the peritoneum"
"n",14352890,0,0.625,"phlebitis#1","inflammation of a vein (usually in the legs)"
"n",14353314,0,0.75,"polyneuritis#1 multiple_neuritis#1","inflammation of many or all of the peripheral nerves (as in leprosy)"
"n",14354121,0,0.625,"posthitis#1","inflammation of the foreskin of the penis; usually caused by bacterial infection"
"n",14354462,0,0.875,"prostatitis#1","inflammation of the prostate gland characterized by perineal pain and irregular urination and (if severe) chills and fever"
"n",14354642,0,0.625,"rachitis#1","inflammation of the vertebral column"
"n",14354960,0,0.625,"retinitis#1","inflammation of the retina"
"n",14355238,0,0.625,"sinusitis#1","inflammation of one of the paranasal sinuses"
"n",14355356,0,0.625,"pansinusitis#1","inflammation of all of the paranasal sinuses"
"n",14355643,0,0.625,"scleritis#1","inflammation of the sclera"
"n",14355819,0,0.625,"splenitis#1","inflammation of the spleen"
"n",14355901,0,0.75,"spondylitis#1","inflammation of a spinal joint; characterized by pain and stiffness"
"n",14356328,0,0.625,"synovitis#1","inflammation of the synovial membrane that lines a synovial joint; results in pain and swelling"
"n",14356497,0,0.625,"tarsitis#1","inflammation of the eyelid"
"n",14356578,0,0.625,"tenonitis#1 tendonitis#1 tendinitis#1","inflammation of a tendon"
"n",14357160,0,0.625,"thyroiditis#1","inflammation of the thyroid gland"
"n",14357370,0,0.625,"tracheitis#1","inflammation of the trachea"
"n",14357693,0,0.75,"ulitis#1","inflammation of the gums"
"n",14357770,0,0.75,"ureteritis#1","inflammation of the ureter"
"n",14357942,0,0.625,"uvulitis#1","inflammation of the uvula"
"n",14358860,0,0.75,"vesiculitis#1","inflammation of a seminal vesicle (usually in conjunction with prostatitis)"
"n",14358993,0,0.625,"vulvitis#1","inflammation of the vulva"
"n",14359816,0,0.625,"meningism#1","symptoms that mimic those of meningitis but without inflammation of the meninges"
"n",14360459,0,0.75,"spasm#1 muscle_spasm#1 cramp#1","a painful and involuntary muscular contraction"
"n",14366225,0,0.625,"fibrous_dysplasia_of_bone#1","a disturbance in which bone that is undergoing lysis is replaced by an abnormal proliferation of fibrous tissue resulting in bone lesions or skin lesions"
"n",14369744,0,0.875,"dyspnoea#1 dyspnea#1","difficult or labored respiration"
"n",14370825,0,0.625,"metrorrhagia#1","bleeding from the uterus that is not due to menstruation; usually indicative of disease (as cervical cancer)"
"n",14371161,0,0.75,"irregularity#4 constipation#1","irregular and infrequent or difficult evacuation of the bowels; can be a symptom of intestinal obstruction or diverticulitis"
"n",14371770,0,0.625,"obstipation#1","severe constipation resulting from an obstruction in the intestines"
"n",14373057,0,0.625,"withdrawal_symptom#1","any physical or psychological disturbance (as sweating or depression) experienced by a drug addict when deprived of the drug"
"n",14375166,0,0.625,"overanxiety#1","excessive anxiety"
"n",14377375,0,0.625,"delusions_of_persecution#1","a delusion (common in paranoia) that others are out to get you and frustrate and embarrass you or inflict suffering on you; a complicated conspiracy is frequently imagined"
"n",14377617,0.125,0.625,"hallucination#1","illusory perception; a common symptom of severe mental disorder"
"n",14381249,0,0.75,"panic_disorder#1","an anxiety disorder characterized by unpredictable panic attacks; the attacks are usually severe but brief"
"n",14382871,0,0.625,"algophobia#1","a morbid fear of pain"
"n",14383163,0,0.75,"automysophobia#1","a morbid fear of being dirty"
"n",14385919,0,0.625,"traumatophobia#1","a morbid fear of battle or physical injury"
"n",14386130,0,0.625,"ptsd#1 posttraumatic_stress_disorder#1","an anxiety disorder associated with serious traumatic events and characterized by such symptoms as survivor guilt, reliving the trauma in dreams, numbness and lack of involvement with reality, or recurrent thoughts and images"
"n",14387477,0,0.75,"encopresis#1","involuntary defecation not attributable to physical defects or illness"
"n",14387975,0,0.625,"maladjustment#1","the condition of being unable to adapt properly to your environment with resulting emotional instability"
"n",14388758,0.125,0.625,"schizotypal_personality#1 schizoid#1","characterized by symptoms similar to but less severe than schizophrenia"
"n",14388910,0.125,0.625,"major_affective_disorder#1 emotional_disturbance#1 emotional_disorder#1 affective_disorder#1","any mental disorder not caused by detectable organic abnormalities of the brain and in which a major disturbance of emotions is predominant"
"n",14389909,0,0.625,"dysthymic_depression#1 dysthymia#1","mild chronic depression; \"I thought she had just been in a bad mood for thirty years, but the doctor called it dysthymia\""
"n",14391480,0,0.625,"unipolar_depression#1","a major depressive episode that occurs without the manic phase that occurs in the classic form of bipolar disorder"
"n",14391660,0,0.625,"manic_disorder#1 mania#2","a mood disorder; an affective disorder in which the victim tends to respond excessively and sometimes violently"
"n",14392491,0.125,0.75,"melancholia#1","extreme depression characterized by tearful sadness and irrational fears"
"n",14392639,0,0.625,"manic_depressive_illness#1 manic_depression#1 manic-depressive_psychosis#1 bipolar_disorder#1","a mental disorder characterized by episodes of mania and depression"
"n",14393438,0,0.75,"hysterical_neurosis#1 hysteria#3","neurotic disorder characterized by violent emotional outbreaks and disturbances of sensory and motor functions"
"n",14398390,0,0.75,"paranoia#1","a psychological disorder characterized by delusions of persecution or grandeur"
"n",14398929,0,0.625,"latent_schizophrenia#1 borderline_schizophrenia#1","schizophrenia characterized by mild symptoms or by some preexisting tendency to schizophrenia"
"n",14401644,0,0.625,"spastic_bladder#1","a urinary bladder disorder resulting from spinal cord lesion or multiple sclerosis or trauma; absence of bladder sensation and incontinence and interrupted voiding of urine"
"n",14407283,0,0.625,"restlessness#2 impatience#1","a lack of patience; irritation with anything that causes delay"
"n",14408519,0,0.75,"bitch#1","an unpleasant difficulty; \"this problem is a real bitch\""
"n",14408646,0,0.625,"quandary#1 predicament#1 plight#1","a situation from which extrication is difficult especially an unpleasant or trying one; \"finds himself in a most awkward predicament\"; \"the woeful plight of homeless people\""
"n",14409137,0,0.875,"hot_water#1","a dangerous or distressing predicament; \"his views on race got him into political hot water\""
"n",14409718,0,0.75,"dog's_dinner#1 dog's_breakfast#1","a poor job; a mess; \"they made a real dog's breakfast of that job\""
"n",14410605,0,0.625,"problem#1 job#8","a state of difficulty that needs to be resolved; \"she and her husband are having problems\"; \"it is always a job to contact him\"; \"urban problems such as traffic congestion and smog\""
"n",14415773,0.125,0.625,"estrangement#1 alienation#2","separation resulting from hostility"
"n",14423870,0,0.75,"wreck#1","something or someone that has suffered ruin or dilapidation; \"the house was a wreck when they bought it\"; \"thanks to that quack I am a human wreck\""
"n",14425974,0,0.625,"immaturity#1 immatureness#1","not having reached maturity"
"n",14430916,0,0.75,"second_class#1","not the highest rank in a classification"
"n",14438419,0.25,0.75,"black_eye#2","a bad reputation; \"his behavior gave the whole family a black eye\""
"n",14445226,0,0.625,"scourge#2 nemesis#2 curse#4 bane#1","something causing misery or death; \"the bane of my life\""
"n",14446034,0,0.75,"respite#1 reprieve#1","a (temporary) relief from harm or discomfort"
"n",14446161,0,0.875,"solacement#1 solace#2","comfort in disappointment or misery"
"n",14446878,0,0.875,"inconvenience#1 incommodiousness#1","an inconvenient discomfort"
"n",14447019,0,0.75,"uneasiness#2 unease#1 malaise#1","physical discomfort (as mild sickness or depression)"
"n",14447165,0,0.75,"katzenjammer#1 hangover#1","disagreeable aftereffects from the use of drugs (especially alcohol)"
"n",14448910,0,0.875,"woe#1 suffering#2","misery resulting from affliction"
"n",14449022,0,0.625,"anguish#2","extreme distress of body or mind"
"n",14452151,0,0.625,"satiety#1 satiation#1 repletion#1","the state of being satisfactorily full and unable to take on more"
"n",14454450,0,0.75,"pediculosis#1 lousiness#1","infestation with lice (Pediculus humanus) resulting in severe itching"
"n",14463331,0,0.625,"tragic_flaw#1 hamartia#1","the character flaw or error of a tragic hero that leads to his downfall"
"n",14463471,0.375,0.625,"insufficiency#1 inadequacy#2","a lack of competence; \"pointed out the insufficiencies in my report\"; \"juvenile offenses often reflect an inadequacy in the parents\""
"n",14466122,0,0.625,"hydronephrosis#1","accumulation of urine in the kidney because of an obstruction in the ureter"
"n",14471224,0,0.625,"spina_bifida#1 schistorrhachis#1 rachischisis#1","a not uncommon congenital defect in which a vertebra is malformed; unless several vertebrae are affected or there is myelomeningocele there are few symptoms; can be diagnosed by amniocentesis"
"n",14471507,0,0.625,"spinocerebellar_disorder#1","any of several congenital disorders marked by degeneration of the cerebellum and spinal cord resulting in spasticity and ataxia"
"n",14476205,0,0.875,"hard_cheese#1","bad luck"
"n",14476697,0,0.625,"bitter_end#1","the final extremity (however unpleasant it may be); \"he was determined to fight to the bitter end\""
"n",14477207,0,0.875,"throe#2","hard or painful trouble or struggle; \"a country in the throes of economic collapse\""
"n",14477342,0,0.625,"affliction#1","a state of great suffering and distress due to adversity"
"n",14477667,0,0.75,"crown_of_thorns#1 cross#4","any affliction that causes great suffering; \"that is his cross to bear\"; \"he bears his afflictions like a crown of thorns\""
"n",14478433,0,0.625,"failure#6 bankruptcy#2","inability to discharge all your debts as they come due; \"the company had to declare bankruptcy\"; \"fraudulent loans led to the failure of many banks\""
"n",14478862,0,0.625,"bank_failure#1","the inability of a bank to meet its credit obligations"
"n",14489859,0,0.625,"softness#4","a state of declining economic condition; \"orders have recently picked up after a period of extreme softness\"; \"he attributes the disappointing results to softness in the economy\""
"n",14493145,0,0.625,"poverty#1 poorness#1 impoverishment#1","the state of having little or no money and few or no material possessions"
"n",14495589,0.125,0.625,"unsanitariness#1","a state that is not conducive to health"
"n",14495761,0,0.625,"nastiness#1 foulness#2 filthiness#1 filth#3","a state characterized by foul or disgusting dirt and refuse"
"n",14495980,0.125,0.625,"dunghill#1","a foul or degraded condition"
"n",14496193,0.125,0.75,"cleanness#1","the state of being clean; without dirt or other impurities"
"n",14498972,0,0.625,"sootiness#1 smuttiness#1","the state of being dirty with soot"
"n",14499111,0,0.75,"squalor#1 squalidness#1 sordidness#1","sordid dirtiness"
"n",14503528,0,0.625,"coprolalia#1","an uncontrollable use of obscene language; often accompanied by mental disorders"
"n",14504726,0,0.75,"warp#1 deflection#1","a twist or aberration; especially a perverse or abnormal way of judging or acting"
"n",14506403,0.125,0.625,"nanism#1 dwarfism#1","a genetic abnormality resulting in short stature"
"n",14506656,0,0.625,"milk_intolerance#1 lactose_intolerance#1 lactase_deficiency#1","congenital disorder consisting of an inability to digest milk and milk products; absence or deficiency of lactase results in an inability to hydrolyze lactose"
"n",14507651,0.125,0.75,"porphyria#1","a genetic abnormality of metabolism causing abdominal pains and mental confusion"
"n",14510955,0,0.75,"ergotism#1","poisoning by ingestion of ergot-infected grain products; characterized by thirst and diarrhea and nausea and cramping and vomiting and abnormal cardiac rhythms; in severe cases it can cause seizures and gangrene of the limbs"
"n",14512088,0,0.75,"paraquat_poisoning#1","poisoning caused by ingestion of paraquat; characterized by progressive damage to the esophagus and liver and kidneys"
"n",14512270,0,0.625,"parathion_poisoning#1","a toxic condition resulting from inhalation or ingestion of the insecticide parathion; characterized by nausea and abdominal pains and headache and convulsions and sweating"
"n",14518539,0,0.75,"sound_pollution#1 noise_pollution#1","annoying and potentially harmful environmental noise"
"n",14522570,0,0.625,"softness#3 balminess#1","the quality of weather that is deliciously mild and soothing; \"the day's heat faded into balminess\"; \"the climate had the softness of the south of France\""
"n",14525108,0,0.625,"cloud#4","a cause of worry or gloom or trouble; \"the only cloud on the horizon was the possibility of dissent by the French\""
"n",14526954,0,0.75,"resistance#6","the capacity of an organism to defend itself against harmful environmental agents; \"these trees are widely planted because of their resistance to salt and smog\""
"n",14536085,0,0.625,"dankness#1 clamminess#1","unpleasant wetness"
"n",14537563,0.125,0.625,"xerodermia#1 xeroderma#1","a mild form of ichthyosis characterized by abnormal dryness and roughness of the skin"
"n",14540455,0,0.625,"radioprotection#1","protection against harmful effects of radiation"
"n",14540765,0.125,0.625,"danger#1","the condition of being susceptible to harm or injury; \"you are in no danger\"; \"there was widespread danger of disease\""
"n",14541044,0,0.75,"danger#3","a cause of pain or injury or loss; \"he feared the dangers of traveling by air\""
"n",14546042,0.25,0.625,"laxness#2 laxity#1","the condition of being physiologically lax; \"baths can help the laxness of the bowels\""
"n",14548343,0,0.75,"impairment#3 handicap#1 disablement#1 disability#1","the condition of being unable to perform as a consequence of physical or mental unfitness; \"reading disability\"; \"hearing impairment\""
"n",14549070,0.125,0.625,"abasia#1","inability to walk"
"n",14550366,0.125,0.75,"astasia#1","inability to stand due to muscular incoordination"
"n",14550614,0,0.75,"sequela#1","any abnormality following or resulting from a disease or injury or treatment; \"paralysis is one of the sequelae of poliomyelitis\""
"n",14551704,0.125,0.625,"tone_deafness#1 tin_ear#1","an inability to distinguish differences in pitch"
"n",14551986,0,0.75,"mutism#1 muteness#1","the condition of being unable or unwilling to speak; \"her muteness was a consequence of her deafness\""
"n",14552205,0,0.75,"analgesia#1","absence of the sense of pain without loss of consciousness"
"n",14552477,0,0.625,"anosmia#1","absence of the sense of smell (as by damage to olfactory nasal tissue or the olfactory nerve or by obstruction of the nasal passages)"
"n",14553590,0,0.625,"astigmia#1 astigmatism#1","(ophthalmology) impaired eyesight resulting usually from irregular conformation of the cornea; common in nearsighted people"
"n",14554853,0.25,0.625,"nyctalopia#1 night_blindness#1 moon_blindness#1","inability to see clearly in dim light; due to a deficiency of vitamin A or to a retinal disorder"
"n",14555059,0,0.625,"photoretinitis#1","damage to the retina resulting from exposure of the eye to the sun without adequate protection"
"n",14560926,0,0.75,"rot#1 putrefaction#1","a state of decay usually accompanied by an offensive odor"
"n",14563564,0,0.75,"wickedness#2 iniquity#1 darkness#3 dark#2","absence of moral or spiritual values; \"the powers of darkness\""
"n",14564779,0,0.625,"wall#4","a difficult or awkward situation; \"his back was to the wall\"; \"competition was pushing them to the wall\""
